name,time,speech
Vice President Joe Biden,2020-09-30 02:18:28,"Gas and oil because the heat will not be going out. There’s so many things that we can do now to create thousands and thousands of jobs. We can get to net zero, in terms of energy production, by 2035. Not only not costing people jobs, creating jobs, creating millions of good-paying jobs. Not 15 bucks an hour, but prevailing wage, by having a new infrastructure that in fact, is green. And the first thing I will do, I will rejoin the Paris Accord. I will join the Paris Accord because with us out of it, look what’s happening. It’s all falling apart. And talk about someone who has no relationship with foreign policy. The rainforests of Brazil are being torn down, are being ripped down. More carbon is absorbed in that rainforest than every bit of carbon that’s emitted in the United States. Instead of doing something about that, I would be gathering up and making sure we had the countries of the world coming up with $20 billion, and say, “Here’s $20 billion. Stop tearing down the forest. And If you don’t, then you’re going to have significant economic consequences.”"
Chris Wallace,2020-09-30 02:19:36,"What about the argument that President Trump basically says, that you have to balance environmental interests and economic interests? And he’s drawn his line."
Vice President Joe Biden,2020-09-30 02:19:46,"Well, he hasn’t drawn a line. He wants to make sure that methane’s not a problem. You can now emit more methane without it being a problem. Methane. This is a guy who says that you don’t have to have mileage standards for automobiles that exist now. This is the guy who says that, the fact that-"
President Donald J. Trump,2020-09-30 02:20:04,Not true. Not true-
Vice President Joe Biden,2020-09-30 02:20:05,It’s all true. And here’s the deal-
President Donald J. Trump,2020-09-30 02:20:07,"He’s talking about the Green New Deal. And it’s not 2 billion  or 20 billion, as you said . It’s $100 trillion."
Vice President Joe Biden,2020-09-30 02:20:14,I’m talking about the Biden plan -
Chris Wallace,2020-09-30 02:20:15,"Let him go for a minute, and then you can go."
President Donald J. Trump,2020-09-30 02:20:17,And rebuild the building.
Vice President Joe Biden,2020-09-30 02:20:18,No.
President Donald J. Trump,2020-09-30 02:20:18,It’s the dumbest-
Vice President Joe Biden,2020-09-30 02:20:19,That is not-
President Donald J. Trump,2020-09-30 02:20:19,… most ridiculous  where two car systems are out-
Vice President Joe Biden,2020-09-30 02:20:24,Not true-
President Donald J. Trump,2020-09-30 02:20:25,… where they want to take out the cows too.
Vice President Joe Biden,2020-09-30 02:20:26,Not true.
President Donald J. Trump,2020-09-30 02:20:26,"That’s not true either, right?"
Vice President Joe Biden,2020-09-30 02:20:28,Not true.
President Donald J. Trump,2020-09-30 02:20:29,This is a 100 trillion-
Vice President Joe Biden,2020-09-30 02:20:31,Simply… Look-
President Donald J. Trump,2020-09-30 02:20:31,That’s more money than our country could make in 100 years -
Vice President Joe Biden,2020-09-30 02:20:34,That is simply not the case-
Chris Wallace,2020-09-30 02:20:39,"All right. Let me . Wait a minute, sir. I actually have studied your plan, and it includes upgrading 4 million buildings, weatherizing 2 million homes over four years, building one and a half million energy efficient homes. So the question becomes, the president is saying, I think some people who support the president would say, that sounds like it’s going to cost a lot of money and hurt the economy."
Vice President Joe Biden,2020-09-30 02:21:03,"What it’s going to do, it’s going to create thousands and millions of jobs. Good paying jobs ."
Chris Wallace,2020-09-30 02:21:07,"Let him finish, sir."
Vice President Joe Biden,2020-09-30 02:21:08,He doesn’t know how to do that-
President Donald J. Trump,2020-09-30 02:21:10,100 million dollars.
Vice President Joe Biden,2020-09-30 02:21:11,"The fact is, it’s going to create millions of good paying jobs, and these tax incentives for people to weatherize, which he wants to get rid of. It’s going to make the economy much safer. Look how much we’re paying now to deal with the hurricanes, deal with… By the way, he has an answer for hurricanes. He said, maybe we should drop a nuclear weapon on them, and they may-"
President Donald J. Trump,2020-09-30 02:21:30,I never said that at all-
Vice President Joe Biden,2020-09-30 02:21:31,"Yeah, he did say that-"
President Donald J. Trump,2020-09-30 02:21:31,They made it up.
Vice President Joe Biden,2020-09-30 02:21:33,And here’s the deal-
President Donald J. Trump,2020-09-30 02:21:34,You make up a lot-
Vice President Joe Biden,2020-09-30 02:21:35,"… we’re going to be in a position where we can create hard, hard, good jobs by making sure the environment is clean, and we all are in better shape. We spend billions of dollars now, billions of dollars, on floods, hurricanes, rising seas. We’re in real trouble. Look what’s happened just in the Midwest with these storms that come through and wipe out entire sections and counties in Iowa. They didn’t happen before. They’re because of global warming. We make up 15% of the world’s problem. But the rest of the world, we’ve got to get them to come along. That’s why we have to get back into the Paris Accord."
Chris Wallace,2020-09-30 02:22:17,"All right, gentlemen-"
President Donald J. Trump,2020-09-30 02:22:17,"Wait a minute, Chris. So why didn’t he do it for 47 years? You were vice president-"
Vice President Joe Biden,2020-09-30 02:22:21,For 47-
President Donald J. Trump,2020-09-30 02:22:21,"So why didn’t you get the world… China sends up real dirt into the air. Russia does. India does. They all do. We’re supposed to be good. And by the way, he made a couple of statements. The Green New Deal is a hundred trillion dollars."
Vice President Joe Biden,2020-09-30 02:22:33,That is not my plan . The Green New Deal  is not my plan. -
Chris Wallace,2020-09-30 02:22:40,Gentlemen-
President Donald J. Trump,2020-09-30 02:22:41,"He made a statement about the military. He said I said something about the military. He and his friends made it up, and then they went with it. I never said it."
Chris Wallace,2020-09-30 02:22:48,Okay.  Mr. Vice President-
President Donald J. Trump,2020-09-30 02:22:53,He called the military stupid bastards.
Vice President Joe Biden,2020-09-30 02:22:53,I did not say that-
President Donald J. Trump,2020-09-30 02:22:56,He said it on tape. -
Chris Wallace,2020-09-30 02:22:56,"Please, sir.  Stop."
President Donald J. Trump,2020-09-30 02:22:59,I would never say that -
Vice President Joe Biden,2020-09-30 02:23:00,Play it. Play it-
Chris Wallace,2020-09-30 02:23:01,Stop. Go ahead-
President Donald J. Trump,2020-09-30 02:23:02,You’re on tape-
Chris Wallace,2020-09-30 02:23:03,Mr. Vice President answered his final question.
Vice President Joe Biden,2020-09-30 02:23:06,"The final question is, I can’t remember which of all his rantings ."
Chris Wallace,2020-09-30 02:23:09,"I’m having a little trouble myself, but…"
Vice President Joe Biden,2020-09-30 02:23:12,Yeah.
Chris Wallace,2020-09-30 02:23:13,And about the economy and about this question of what it’s going to cost.
Vice President Joe Biden,2020-09-30 02:23:17,The economy-
Chris Wallace,2020-09-30 02:23:18,The Green New Deal and the idea of what your environmental changes will do-
Vice President Joe Biden,2020-09-30 02:23:22,"The Green New Deal will pay for itself as we move forward. We’re not going to build plants that, in fact, are great polluting plants-"
Chris Wallace,2020-09-30 02:23:30,"So, do you support the Green New Deal?"
Vice President Joe Biden,2020-09-30 02:23:32,Pardon me?
Chris Wallace,2020-09-30 02:23:33,Do you support the-
Vice President Joe Biden,2020-09-30 02:23:33,"No, I don’t support the Green New Deal."
President Donald J. Trump,2020-09-30 02:23:35,"Oh, you don’t? Oh, well, that’s a big statement."
Vice President Joe Biden,2020-09-30 02:23:37,I support -
President Donald J. Trump,2020-09-30 02:23:38,You just lost the radical left.
Vice President Joe Biden,2020-09-30 02:23:40,I support  the Biden plan that I put forward.
Chris Wallace,2020-09-30 02:23:44,Okay.
Vice President Joe Biden,2020-09-30 02:23:44,"The Biden plan, which is different than what he calls the radical Green New Deal."
Chris Wallace,2020-09-30 02:23:49,"All right, gentlemen, final segment, election integrity. As we meet tonight, millions of Americans are receiving mail-in ballots or going to vote early. How confident should we be that this will be a fair election, and what are you prepared to do over the next five plus weeks? Because it will not only be to election day, but also counting some mail-in ballots after election day. What are you prepared to do to reassure the American people that the next president will be the legitimate winner of this election. In this final segment, Mr. Vice President, you go first."
Vice President Joe Biden,2020-09-30 02:24:27,"Prepare to let people vote. They should go to iwillvote.com, decide how they’re going to vote, when they’re going to vote, and what means by which they’re going to vote. His own Homeland Security director, and as well as the FBI director, says that there is no evidence at all that mail-in ballots are a source of being manipulated and cheating. They said that. The fact is that there are going to be millions of people because of COVID that are going to be voting by mail-in ballots like he does, by the way. He sits behind the Resolute Desk and sends his ballot to Florida, number one. Number two, we’re going to make sure that those people who want to vote in person are able to vote because there are enough poll watchers are there to make sure they can socially distance. The polls are open on time, and the polls stay open until the votes are counted. And this is all about trying to dissuade people from voting because he’s trying to scare people into thinking that it’s not going to be legitimate."
Vice President Joe Biden,2020-09-30 02:25:20,"Show up and vote. You will determine the outcome of this election. Vote, vote, vote. If you’re able to vote early in your state, vote early. If you’re able to vote in person, vote in person. Vote whatever way is the best way for you, because you will… He cannot stop you from being able to determine the outcome of this election. And in terms of whether or not… When the votes are counted and they’re all counted, that will be accepted. If I win, that will be accepted. If I lose, that’ll be accepted. But by the way, if in fact he says, he’s not sure what he’s going to accept. Well, let me tell you something, it doesn’t matter, because if we get the votes, it’s going to be all over. He’s going to go. He can’t stay in power. It won’t happen. It won’t happen, so vote. Just make sure you understand, you have it in your control to determine what this country is going to look like the next four years. Is it going to change, or are you going to get four more years of these lies?"
Chris Wallace,2020-09-30 02:26:17,"Mr. President, two minutes."
President Donald J. Trump,2020-09-30 02:26:18,"So when I listen to Joe talking about a transition, there has been no transition from when I won. I won that election. And if you look at crooked Hillary Clinton, if you look at all of the different people, there was no transition, because they came after me trying to do a coup. They came after me spying on my campaign. They started from the day I won, and even before I won. From the day I came down the escalator with our first lady, they were a disaster. They were a disgrace to our country, and we’ve caught them. We’ve caught them all. We’ve got it all on tape. We’ve caught them all. And by the way, you gave the idea for the Logan Act against General Flynn. You better take a look at that, because we caught you in a sense, and President Obama was sitting in the office."
President Donald J. Trump,2020-09-30 02:27:00,"He knew about it too. So don’t tell me about a free transition. As far as the ballots are concerned, it’s a disaster. A solicited ballot, okay, solicited, is okay. You’re soliciting. You’re asking. They send it back. You send it back. I did that. If you have an unsolicited… They’re sending millions of ballots all over the country. There’s fraud. They found them in creeks. They found some, just happened to have the name Trump just the other day in a wastepaper basket. They’re being sent all over the place. They sent two in a Democrat area. They sent out a thousand ballots. Everybody got two ballots. This is going to be a fraud like you’ve never seen. The other thing, it’s nice. On November 3rd, you’re watching, and you see who won the election. And I think we’re going to do well because people are really happy with the job we’ve done."
President Donald J. Trump,2020-09-30 02:27:47,"But you know what? We won’t know. We might not know for months because these ballots are going to be all over. Take a look at what happened in Manhattan. Take a look at what happened in New Jersey. Take a look at what happened in Virginia and other places. They’re not losing 2%, 1%, which by the way is too much. An election could be won or lost with that. They’re losing 30 and 40%. It’s a fraud, and it’s a shame. And can you imagine where they say, “You have to have your ballot in by November 10th.” November 10th. That’s seven days after the election, in theory, should have been announced. We have major states  with that-"
Chris Wallace,2020-09-30 02:28:23,Sir.
President Donald J. Trump,2020-09-30 02:28:23,… all run by Democrats-
Chris Wallace,2020-09-30 02:28:24,Two minutes is two minutes.
President Donald J. Trump,2020-09-30 02:28:25,All run by Democrats.
Chris Wallace,2020-09-30 02:28:27,President Trump-
President Donald J. Trump,2020-09-30 02:28:27,It’s a rigged election.
Chris Wallace,2020-09-30 02:28:29,"You’re going to be able to continue. You have been charging for months that mail-in balloting is going to be a disaster. You say it’s rigged , that it’s going to lead to fraud. But in 2018, in the last midterm election, 31 million people voted mail-in voting. That was more than a quarter of all the voters that year, cast their ballots by mail. Now that millions of mail-in ballots have gone out, what are you going to do about it? And are you counting on the Supreme Court, including a Justice Barrett, to settle any dispute?"
President Donald J. Trump,2020-09-30 02:29:03,"Yeah. I think I’m counting on them to look at the ballots, definitely. I hope we don’t need them, in terms of the election itself. But for the ballots, I think so, because what’s happening is incredible. I read today where at least 1% of the ballots for 2016 were invalidated. They take them. We don’t like them. We don’t like them. They throw them out-"
Chris Wallace,2020-09-30 02:29:24,But what are you going to do about it-
President Donald J. Trump,2020-09-30 02:29:24,… left and right.
Chris Wallace,2020-09-30 02:29:25,There are millions of ballots going out right now. What are you going to do-
President Donald J. Trump,2020-09-30 02:29:27,"What you do is you go and vote. You do a solicited ballot, and that’s okay-"
Chris Wallace,2020-09-30 02:29:30,No. No. I know your complaint . I’m asking you about the fact that millions of people have received-
President Donald J. Trump,2020-09-30 02:29:33,You go and vote. You go and vote-
Chris Wallace,2020-09-30 02:29:36,"No. But what I’m saying is , what are you going to do about the fact that millions of people-"
President Donald J. Trump,2020-09-30 02:29:39,"You either do, Chris, a solicited ballot, where you’re sending it in, they’re sending it back and you’re sending. They have mailmen with lots of it. Did you see what’s going on? Take a look at West Virginia, mailman selling the ballots. They’re being sold. They’re being dumped in rivers. This is a horrible thing for our country."
Vice President Joe Biden,2020-09-30 02:29:55,There is no … There is no evidence of that-
President Donald J. Trump,2020-09-30 02:29:58,This is not going to end well.
Vice President Joe Biden,2020-09-30 02:29:59,There is no evidence of that-
President Donald J. Trump,2020-09-30 02:29:59,This is not going to end well-
Chris Wallace,2020-09-30 02:30:02,"Okay. Vice President Biden, in fact, go ahead, sir-"
Vice President Joe Biden,2020-09-30 02:30:02,"Five states have had mail-in ballots for the last decade or more. Five, including two Republican states. And you don’t have to solicit the ballot. It’s sent to you. It’s sent to your home. What they’re saying is that it has to be a postmark by election day. If it doesn’t get in until the seventh, eighth, ninth, it still should be counted. He’s just afraid of counting the votes-"
President Donald J. Trump,2020-09-30 02:30:28,You’re wrong. You’re wrong . I love counting the votes -
Chris Wallace,2020-09-30 02:30:30,I want to continue with you on this  Vice President Biden-
President Donald J. Trump,2020-09-30 02:30:32,"Chris, he’s so wrong when he makes a statement like that-"
Chris Wallace,2020-09-30 02:30:34,"No. Excuse me. Vice President Biden, the biggest problem, in fact, over the years with mail-in voting has not been fraud, historically. It has been that sizable numbers, sometimes hundreds of thousands of ballots are thrown out because they have not been properly filled out, or there is some other irregularity, or they missed  the deadline. So the question I have is, are you concerned that the Supreme Court with a Justice Barrett will settle any dispute?"
Vice President Joe Biden,2020-09-30 02:31:01,"I am concerned that any court would settle this, because here’s the deal. When you get a ballot and you fill it out, you’re supposed to have an affidavit. If you didn’t know, you have someone say that, this is me. You should be able to, if in fact you can verify that’s you before the ballot is thrown out, that’s sufficient to be able to count the ballot because someone made a mistake and not dotting the correct I. Who they voted for, testify, say who they voted for, say it’s you. That is totally legitimate."
Chris Wallace,2020-09-30 02:31:34,All right.
President Donald J. Trump,2020-09-30 02:31:35,Excuse me -
Chris Wallace,2020-09-30 02:31:37,"No. No. No. I have a final . Gentlemen, I have a final question -"
President Donald J. Trump,2020-09-30 02:31:40,"You know it can’t be done. You know it can’t, and already, there’s been fraud -"
Vice President Joe Biden,2020-09-30 02:31:44,Mail service delivers  185 million pieces of mail a day -
Chris Wallace,2020-09-30 02:31:49,"We can keep talking. In eight states,  election workers are prohibited, currently by law, eight states, from even beginning to process ballots, even take them out of the envelopes and flatten them until election day. That means that it’s likely, because there’s going to be a huge increase in mail-in balloting, that we are not going to know on election night who the winner is, that it could be days. It could be weeks-"
President Donald J. Trump,2020-09-30 02:32:15,Could be months-
Chris Wallace,2020-09-30 02:32:15,"… until we find out who the new president is. First for you, sir. Finally, for the vice president, and I hope neither of you will interrupt the other. Will you urge your supporters to stay calm during this extended period, not to engage in any civil unrest? And will you pledge tonight that you will not declare victory until the election has been independently certified? President Trump, you go first-"
President Donald J. Trump,2020-09-30 02:32:41,"I’m urging my supporters to go in to the polls and watch very carefully, because that’s what has to happen. I am urging them to do it. As you know, today there was a big problem. In Philadelphia, they went in to watch. They’re called poll watchers, a very safe, very nice thing. They were thrown out. They weren’t allowed to watch. You know why? Because bad things happen in Philadelphia. Bad things. And I am urging my people. I hope it’s going to be a fair election. If it’s a fair election-"
Chris Wallace,2020-09-30 02:33:09,You’re urging them what?
President Donald J. Trump,2020-09-30 02:33:10,"… I am 100% on board. But if I see tens of thousands of ballots being manipulated, I can’t go along with that. And I’ll tell you why-"
Chris Wallace,2020-09-30 02:33:18,"What does that mean, not go along-"
President Donald J. Trump,2020-09-30 02:33:18,… from a common sense-
Chris Wallace,2020-09-30 02:33:19,Does that mean you’re going to tell your people-
President Donald J. Trump,2020-09-30 02:33:20,I’ll tell you what it means-
Chris Wallace,2020-09-30 02:33:20,… to take to the streets?
President Donald J. Trump,2020-09-30 02:33:21,It means you have a fraudulent election. You’re sending out 80 million ballots-
Chris Wallace,2020-09-30 02:33:25,And what would you do about that?
President Donald J. Trump,2020-09-30 02:33:26,"They’re not equipped… These people aren’t equipped to handle it, number one. Number two, they cheat. They cheat. Hey, they found ballots in a wastepaper basket three days ago, and they all had the name military ballots. There were military. They all had the name Trump on them."
Chris Wallace,2020-09-30 02:33:42,Vice President Biden-
President Donald J. Trump,2020-09-30 02:33:42,You think that’s good?
Chris Wallace,2020-09-30 02:33:43,"Vice President Biden, final question for you. Will you urge your supporters to stay calm while the vote is counted? And will you pledge not to declare victory until the election is independently certified?"
Vice President Joe Biden,2020-09-30 02:33:55,"Yes. And here’s the deal. We count the ballots, as you pointed out. Some of these ballots in some states can’t even be opened until election day. And if there’s thousands of ballots, it’s going to take time to do it. And by the way, our military… They’ve been voting by ballots since the end of the Civil War, in effect. And that’s what’s going to happen. Why is it, for them, somehow not fraudulent. It’s the same process. It’s honest. No one has established at all that there is fraud related to mail-in ballots, that somehow it’s a fraudulent process."
President Donald J. Trump,2020-09-30 02:34:32,It’s already been established. Take a look at Carolyn Maloney’s race-
Chris Wallace,2020-09-30 02:34:35,"I asked you. You had an opportunity to respond . Go ahead . Vice President Biden, go ahead."
Vice President Joe Biden,2020-09-30 02:34:40,"He has no idea what he’s talking about. Here’s the deal. The fact is, I will accept it, and he will too. You know why? Because once the winner is declared after all the ballots are counted, all the votes are counted, that’ll be the end of it. That’ll be the end of it. And if it’s me, in fact, fine. If it’s not me, I’ll support the outcome. And I’ll be a president, not just for the Democrats. I’ll be a president for Democrats and Republicans. And this guy-"
President Donald J. Trump,2020-09-30 02:35:06,I want to see an honest ballot cut-
Chris Wallace,2020-09-30 02:35:08,"Gentlemen, just say that’s the end of it . This is the end of this debate-"
President Donald J. Trump,2020-09-30 02:35:12,I want to see an honest ballot count.
Chris Wallace,2020-09-30 02:35:13,We’re going to leave it there-
President Donald J. Trump,2020-09-30 02:35:14,And I think he does too-
Chris Wallace,2020-09-30 02:35:15,"… to be continued in more debates as we go on. President Trump, Vice President Biden, it’s been an interesting hour and a half. I want to thank you both for participating in the first of three debates that you have agreed to engage in. We want to thank Case Western Reserve University and the Cleveland Clinic for hosting this event. The next debate, sponsored by the Commission on Presidential Debates, will be one week from tomorrow, October 7th, at the University of Utah in Salt Lake City. The two vice presidential nominees, Vice President Mike Pence and Senator Kamala Harris will debate at 9:00 PM Eastern that night. We hope you watch. Until then, thank you, and good night. Thank you."
